wav/000000.wav	"Ai" đây tức là một kẻ ăn mày vậy. Anh ta chưa kịp quay đi thì đã thấy mấy con chó vàng chạy xồng xộc ra cứ nhảy xổ vào chân anh.
wav/000001.wav	"Anh mau cứu tôi!" những lời nói run sợ một cách đáng lạ lùng kia, ngay bây giờ, ngồi viết những dòng này, tôi thấy như bên tai vẫn còn văng vẳng!...
wav/000002.wav	"Anh đi đường cái quan" đi ba bước rồi dừng lại, nhìn... Dưới ruộng chiêm, tiếng mấy người đàn bà cười khúc khích. Chợt khách bộ hành cũng hát:
wav/000003.wav	"Anh đi đường cái quan" đáo để ấy mỉm cười đắc chí rồi đi.
wav/000004.wav	"Biết thế thì thịt quách gà đi lại được lợi cái ăn".
wav/000005.wav	"Cho vui!" Phúc bĩu môi nghĩ thầm. Anh muốn đuổi bạn đi ngay đi đâu thì đi, nhưng lại sợ trái luật đi hát! Và tự nhiên thấy Bích cũng ủng hộ:
wav/000006.wav	"Chích chích chích chích!", trong cái bàn tay thô bạo, con chim lại giẫy giụa kêu thất thanh. Giữa lúc ấy, trên cành cam ở đỉnh đầu thằng xe cũng có chim kêu choáng lên:
wav/000007.wav	"Chính phủ Bình dân vạn tuế!"
wav/000008.wav	"Chính vì sự quá lứa ấy mà tôi phải viết bài này, mà tôi mang các nhà kỹ nghệ viết văn dâm uế nên hãm bớt cái đà của các ông lại thì vừa, đừng để đến lúc công chúng phải nổi nóng công phẫn".
wav/000009.wav	"Chấp kinh tòng quyền!"...
wav/000010.wav	"Chết! Tối đến nơi rồi, mình không cố không xong".
wav/000011.wav	"Chỉ bực nỗi người ta giàu có, khó nghĩ lắm".
wav/000012.wav	"Chữa khoán bệnh lao, mười ngày khỏi hẳn" - cái giòng chữ đỏ trên vải trắng này trước cửa một hiệu thuốc mà các ngài đã biết, chắc hẳn cho đến chết, tôi cũng không quên.
wav/000013.wav	"Con có khóc, mẹ mới cho bú" nếu bấy nay họ chẳng đả động tới số tiền nhuận bút của anh, có lẽ chỉ bởi cớ anh không nói gì.
wav/000014.wav	"Cào cào giã gạo tao xem, Tao may quần áo tao đem cho cào. Canh rau cũng thể canh rau, Để ai cậy thế ỷ giàu mặc ai!"
wav/000015.wav	"Các người không lo! Những tù nhân này phải giải về sở Căn cước để xét căn cước xong thì được thả ngay".
wav/000016.wav	"Cái thằng cha này thế mà cũng hay hay. Vị tất nó đã khinh người hay đểu giả như mình vẫn tưởng. Dễ thường nó lại là người tốt, cao thượng, khổ sở nữa cũng chưa biết chừng".
wav/000017.wav	"Có ai ở nhà không hử cô?". May sao bữa ấy, cả cô lẫn chú nàng và mẹ nàng đều cùng có nhà cả.
wav/000018.wav	"Có thể phải đi ăn mày, thật thế!".
wav/000019.wav	"Cô nàng lúc ấy đã có một cái bụng to một cách đáng kính trọng lắm. Chúng tôi vào ngồi trong quầy. Cô ả chỉ dám gọi tôi là ông chứ không dám xưng hô anh em, như hồi xưa".
wav/000020.wav	"Honni soit qui mal y pense!... " anh bĩu mồm cay đắng, thầm nhắc câu cách ngôn phương Tây. Chính trong những lúc bực mình như thế là anh lại tự thấy rất đáng kiêu ngạo với đời.
wav/000021.wav	"Khá lắm! Thật là lý sự đủ giọng... "
wav/000022.wav	"Khó giữa chợ nào ai thèm hỏi? Chẳng mua thù bán giận cũng thờ ơ. Giàu trên non lắm kẻ đi tìm, không ép dầu nài thương mà sạo sục... "
wav/000023.wav	"Không ai cấm nhà văn Vũ Trọng Phụng dùng những chữ bẩn thỉu để mô tả những sự bẩn thỉu, nhưng trong khi viết những câu văn mà mình cho là khoái trá, tưởng cũng nên nghĩ đến độc giả một chút".
wav/000024.wav	"Không biết họ đóng đô ở nhà này bao nhiêu lâu nữa? Nếu bố mình cứ ân cần mời mọc mãi thì đến chết mất thôi!".
wav/000025.wav	"Không hôm nay thì chả còn dịp nào nữa!"
wav/000026.wav	"Không thể nào nữa thì cũng cứ đành mang tiếng là ăn hại mẹ vậy".
wav/000027.wav	"Kết luận bài này, chúng ta nên biết rằng chúng ta đã khảo cứu xong đời một người mà tài, một người mà công đức, một người mà, đối với người."
wav/000028.wav	"Lúc giải tán thì dân phu chạy hỗn loạn, có mấy người bị thương là vì xẻng cuốc của dân phu va phải mà nên nỗi, chứ lính tráng không phải đánh đập ai cả".
wav/000029.wav	"Mơm mơm mơm!". Nhân cơ hội, Tuất không nói gì nữa, ù té xuống bếp. Bữa cơm hôm ấy không ngon lành gì. Cụ Cử uể oải ăn hai lưng.
wav/000030.wav	"Mặc áo này mà đánh ống thì nhạy hơn cả! Này, thế ông thử xem xét kĩ lưỡng cái áo này xem có gì là lạ không. Thử xem ông có tinh ý không nào?"
wav/000031.wav	"Nay mai ta sẽ được gánh vác những bổn phận nặng nề hơn, ta sẽ được góp sức vào làm những công việc vĩ đại hơn".
wav/000032.wav	"Người bộc tuệch như thế mà cũng hồng nhan bạc mệnh thì lạ thật!"
wav/000033.wav	"Người khách lữ hành nghèo, trên dậm trường dấn bước giang hồ vẫn cứ tự do nghêu ngao ca hát mà chẳng sợ thủ đoạn của đám đạo tặc". Đó là một câu của Rojas.
wav/000034.wav	"Người làm công của ông kính thư"
wav/000035.wav	"Người vợ khốn khổ của anh, ký tên"
wav/000036.wav	"Người đời không ai đáng yêu, không ai đáng trọng, không ai đáng khinh, vì ai cũng có điều thiện và điều ác, trong lòng người nào cũng có một thần thiện và một thần ác".
wav/000037.wav	"Nhưng không vì thế mà thoái chí, bọn thừa hành mà cái ngu dại của chúng sinh đặt tên là tạ, vẫn được ngài truyền lệnh cho cứ việc... như thường".
